grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
0.25644686532341227,0.055305584147572515,0.18069841148909427,0.03223930723729667,0.005551711378800088,0.0023574904399149437,0.055305584147572515,0.18069841148909427,0.03223930723729667,0.005551711378800088,0.0023574904399149437,60288,470
0.29078896123217207,0.05821597687900066,0.1817751970048721,0.031351034744049,0.005892081068257892,0.0023030683149894114,0.05821597687900066,0.1817751970048721,0.031351034744049,0.005892081068257892,0.0023030683149894114,61568,480
0.2045008943459216,0.05073249377310276,0.16651176170756413,0.03130760035201097,0.0054595724162777,0.0022280737575560683,0.05073249377310276,0.16651176170756413,0.03130760035201097,0.0054595724162777,0.0022280737575560683,62848,490
0.19203516088218048,0.05201389603316784,0.16952855730394145,0.029978135502471366,0.005875360445352273,0.0022987929459707367,0.05201389603316784,0.16952855730394145,0.029978135502471366,0.005875360445352273,0.0022987929459707367,64128,500
0.15371923824819164,0.052399014681577684,0.16766108482207617,0.03235439118829425,0.005573756438422132,0.0021738323494984286,0.052399014681577684,0.16766108482207617,0.03235439118829425,0.005573756438422132,0.0021738323494984286,65408,510
0.1850689704512856,0.05191079638898373,0.17090165803120239,0.031445604299319856,0.005638793949108553,0.0021034806608296345,0.05191079638898373,0.17090165803120239,0.031445604299319856,0.005638793949108553,0.0021034806608296345,66688,520
0.25257455603550666,0.0516182154417038,0.17705658213189931,0.030502948915394696,0.00543631834479479,0.0021278910127581468,0.0516182154417038,0.17705658213189931,0.030502948915394696,0.00543631834479479,0.0021278910127581468,67968,530
0.13453231320317705,0.048624008893966675,0.16387533750868863,0.02914314297815484,0.005150665111619791,0.0019988553299892537,0.048624008893966675,0.16387533750868863,0.02914314297815484,0.005150665111619791,0.0019988553299892537,69248,540
0.15195385749617135,0.05357312895357609,0.17425472175592222,0.031146334071696768,0.005372047882040283,0.0019230182559387572,0.05357312895357609,0.17425472175592222,0.031146334071696768,0.005372047882040283,0.0019230182559387572,70528,550
0.20890997608064077,0.053744553402066235,0.17093360707954036,0.03117435504055782,0.005008499409452701,0.001910593791399151,0.053744553402066235,0.17093360707954036,0.03117435504055782,0.005008499409452701,0.001910593791399151,71808,560
0.26083043646729803,0.05831331163644791,0.1822480827722016,0.03040393725467415,0.005289224706267796,0.0019947593333199598,0.05831331163644791,0.1822480827722016,0.03040393725467415,0.005289224706267796,0.0019947593333199598,73088,570
0.1481006984535619,0.049343929067254065,0.1578414067271211,0.03246482272235996,0.005454506555673651,0.001944982693079981,0.049343929067254065,0.1578414067271211,0.03246482272235996,0.005454506555673651,0.001944982693079981,74368,580
0.23105385767274336,0.049974637851119046,0.1774368119770533,0.029334552005729254,0.005186782550189712,0.0018644058390299585,0.049974637851119046,0.1774368119770533,0.029334552005729254,0.005186782550189712,0.0018644058390299585,75648,590
0.19177157300727812,0.047459093481302256,0.15852024442177617,0.030356412109494482,0.005275114013157847,0.0017991245333821733,0.047459093481302256,0.15852024442177617,0.030356412109494482,0.005275114013157847,0.0017991245333821733,76928,600
0.2790758075255755,0.05101540200412274,0.17852478803006894,0.03170213180535016,0.005108739713261844,0.0018689826677951726,0.05101540200412274,0.17852478803006894,0.03170213180535016,0.005108739713261844,0.0018689826677951726,78208,610
0.21469046845401668,0.05493466220796108,0.18192079770555614,0.03187855784499053,0.005191912998386197,0.002112915003701436,0.05493466220796108,0.18192079770555614,0.03187855784499053,0.005191912998386197,0.002112915003701436,79488,620
0.18378904951532934,0.050567723438143725,0.16101087078187673,0.031147712097553733,0.005163786778337787,0.0018824777300347835,0.050567723438143725,0.16101087078187673,0.031147712097553733,0.005163786778337787,0.0018824777300347835,80768,630
0.14031786518280656,0.05363769643008708,0.17443774171727186,0.031502470482568816,0.00505222395450007,0.0017948674295699023,0.05363769643008708,0.17443774171727186,0.031502470482568816,0.00505222395450007,0.0017948674295699023,82048,640
0.17093948627811786,0.05206275843083859,0.1745033488594115,0.029210040491397256,0.005179965718459091,0.0017130718163101927,0.05206275843083859,0.1745033488594115,0.029210040491397256,0.005179965718459091,0.0017130718163101927,83328,650
0.15478547646846696,0.0502963539212942,0.16971881005672687,0.028230680380824956,0.005165881395767704,0.0017202315882415217,0.0502963539212942,0.16971881005672687,0.028230680380824956,0.005165881395767704,0.0017202315882415217,84608,660
0.1224205552989932,0.04976958706974983,0.16182352266041564,0.029228935742236773,0.005055750750062694,0.0016324515709476102,0.04976958706974983,0.16182352266041564,0.029228935742236773,0.005055750750062694,0.0016324515709476102,85888,670
0.20330011212374274,0.05213206820189953,0.17173692568997798,0.03214901898588451,0.004955223465929491,0.0016259458164742512,0.05213206820189953,0.17173692568997798,0.03214901898588451,0.004955223465929491,0.0016259458164742512,87168,680
0.20618435240230096,0.055516438186168665,0.1793380773195361,0.030325226421799436,0.0047063186272943945,0.0015991344084782036,0.055516438186168665,0.1793380773195361,0.030325226421799436,0.0047063186272943945,0.0015991344084782036,88448,690
0.18903940999232177,0.05266220234334469,0.1698518834654981,0.030987889868186447,0.004964661775925834,0.0017361051883524705,0.05266220234334469,0.1698518834654981,0.030987889868186447,0.004964661775925834,0.0017361051883524705,89728,700
0.14937252432302797,0.05161452814936639,0.16730967822718223,0.02886670726707444,0.004782513827163975,0.001755241054343061,0.05161452814936639,0.16730967822718223,0.02886670726707444,0.004782513827163975,0.001755241054343061,91008,710
0.13524941019239695,0.05183261595666409,0.16981189662842025,0.02988710266344847,0.004526616951208946,0.0016338738868502283,0.05183261595666409,0.16981189662842025,0.02988710266344847,0.004526616951208946,0.0016338738868502283,92288,720
0.2961795955697318,0.05544113740324974,0.16967281715015786,0.029415853061959495,0.004792344633427316,0.0016398588885454507,0.05544113740324974,0.16967281715015786,0.029415853061959495,0.004792344633427316,0.0016398588885454507,93568,730
0.22807378802848088,0.052009763196110725,0.17128017443465052,0.028584226335321247,0.004947840661060272,0.0016421047536477277,0.052009763196110725,0.17128017443465052,0.028584226335321247,0.004947840661060272,0.0016421047536477277,94848,740
0.1677739860007351,0.05197436921298504,0.16599697419987602,0.030432535163126904,0.005032688824622522,0.0016118796789143463,0.05197436921298504,0.16599697419987602,0.030432535163126904,0.005032688824622522,0.0016118796789143463,96128,750
0.15504746282813595,0.048924279958009714,0.1651512163083318,0.02870883226446877,0.004801751012519301,0.0015417587824467717,0.048924279958009714,0.1651512163083318,0.02870883226446877,0.004801751012519301,0.0015417587824467717,97408,760
0.1614661967350549,0.05307459458708763,0.16629772518396557,0.03101471996597331,0.004719834550040405,0.0015205973913049661,0.05307459458708763,0.16629772518396557,0.03101471996597331,0.004719834550040405,0.0015205973913049661,98688,770
0.17162021634252195,0.05234763510525227,0.1674211576284543,0.02909449298333907,0.00513141468548436,0.001502198863074582,0.05234763510525227,0.1674211576284543,0.02909449298333907,0.00513141468548436,0.001502198863074582,99968,780
0.1517733587433768,0.05081605464220047,0.17368618719825518,0.0299298038928087,0.004838296847910072,0.001523592237117823,0.05081605464220047,0.17368618719825518,0.0299298038928087,0.004838296847910072,0.001523592237117823,101248,790
0.22623524912226495,0.04838586188852787,0.16752850038832756,0.028812739127420404,0.00473601549179785,0.001514521644670657,0.04838586188852787,0.16752850038832756,0.028812739127420404,0.00473601549179785,0.001514521644670657,102528,800
0.21801550674786807,0.051181238144636154,0.17591852405072217,0.02961420794829457,0.0050861144456086586,0.0018003372371231026,0.051181238144636154,0.17591852405072217,0.02961420794829457,0.0050861144456086586,0.0018003372371231026,103808,810
0.25984902712146396,0.05073341876268387,0.17540305861961333,0.02881627847777797,0.005020121333834064,0.001761253839062603,0.05073341876268387,0.17540305861961333,0.02881627847777797,0.005020121333834064,0.001761253839062603,105088,820
0.17336775829563145,0.050561530888080596,0.16488787712080882,0.029521432515814697,0.0048198559998788625,0.001661489882491647,0.050561530888080596,0.16488787712080882,0.029521432515814697,0.0048198559998788625,0.001661489882491647,106368,830
0.1564281745973106,0.052964288741350174,0.1698102503652479,0.02875851167289522,0.004802595280354969,0.0014912964263203334,0.052964288741350174,0.1698102503652479,0.02875851167289522,0.004802595280354969,0.0014912964263203334,107648,840
0.20818962571790436,0.0518681563436985,0.17591133934469264,0.029114080583540612,0.004082464928468387,0.0014095236028041991,0.0518681563436985,0.17591133934469264,0.029114080583540612,0.004082464928468387,0.0014095236028041991,108928,850
0.2603302225286904,0.05287389233708382,0.17367553809800973,0.02964820202720899,0.004468349387409357,0.001434086496156855,0.05287389233708382,0.17367553809800973,0.02964820202720899,0.004468349387409357,0.001434086496156855,110208,860
0.2418417715967796,0.05084255784749986,0.17130808244347073,0.03169685077319276,0.004955143465970951,0.001785689646501587,0.05084255784749986,0.17130808244347073,0.03169685077319276,0.004955143465970951,0.001785689646501587,111488,870
0.17823508310121247,0.05055893771350384,0.17044971867975237,0.03021643729509702,0.005031383866470379,0.0019896450351613248,0.05055893771350384,0.17044971867975237,0.03021643729509702,0.005031383866470379,0.0019896450351613248,112768,880
0.1390485271598598,0.04830657467246055,0.16344700001489618,0.02767825379785345,0.004734220415720665,0.0017031441444797985,0.04830657467246055,0.16344700001489618,0.02767825379785345,0.004734220415720665,0.0017031441444797985,114048,890
0.22839193114080547,0.05469998605549335,0.18488957969737893,0.03030405308169275,0.004876638635587574,0.0015359878478093292,0.05469998605549335,0.18488957969737893,0.03030405308169275,0.004876638635587574,0.0015359878478093292,115328,900
0.1633470264248568,0.05147613063454628,0.16740505912421663,0.029814886036741938,0.00475704580900672,0.001527924434014615,0.05147613063454628,0.16740505912421663,0.029814886036741938,0.00475704580900672,0.001527924434014615,116608,910
0.12528263483933588,0.04791865944862366,0.17233714946510473,0.028575429166432867,0.004608282051377106,0.0014647026076585739,0.04791865944862366,0.17233714946510473,0.028575429166432867,0.004608282051377106,0.0014647026076585739,117888,920
0.13514670460081868,0.05021385923027991,0.16402078300760783,0.029052785590664675,0.004589089667723603,0.0013246656632951372,0.05021385923027991,0.16402078300760783,0.029052785590664675,0.004589089667723603,0.0013246656632951372,119168,930
0.10821997648306009,0.0472283735871315,0.16766996634966239,0.028445729962477097,0.004464601930412646,0.0012876182415609316,0.0472283735871315,0.16766996634966239,0.028445729962477097,0.004464601930412646,0.0012876182415609316,120448,940
0.13830521339327695,0.04806765913963318,0.16616603484371123,0.02753183217582238,0.004472781119248256,0.0012487531608712727,0.04806765913963318,0.16616603484371123,0.02753183217582238,0.004472781119248256,0.0012487531608712727,121728,950
0.11189223406590042,0.048638955876231196,0.16789602655065208,0.028470021593472294,0.0042623949782756064,0.0012470735797319088,0.048638955876231196,0.16789602655065208,0.028470021593472294,0.0042623949782756064,0.0012470735797319088,123008,960
0.07177494144521115,0.049525877460837364,0.1608365416844807,0.02799144415644588,0.00449803896036159,0.0012172503339596859,0.049525877460837364,0.1608365416844807,0.02799144415644588,0.00449803896036159,0.0012172503339596859,124288,970
0.10386011486817204,0.05318833962082863,0.17261809207453735,0.028796306285821475,0.004454165485603701,0.0012067995302779985,0.05318833962082863,0.17261809207453735,0.028796306285821475,0.004454165485603701,0.0012067995302779985,125568,980
0.09870513299192196,0.050043401867151255,0.1699406371040681,0.029514180979561946,0.0043055860078541125,0.0011772034626985875,0.050043401867151255,0.1699406371040681,0.029514180979561946,0.0043055860078541125,0.0011772034626985875,126848,990
0.10508872995968979,0.04773250855505467,0.1627617965069598,0.02852362810719012,0.004251212365523619,0.0011855092878891697,0.04773250855505467,0.1627617965069598,0.02852362810719012,0.004251212365523619,0.0011855092878891697,128128,1000
0.09135815611880288,0.050207544490695,0.16640591095187257,0.027726103479988756,0.004528201838912813,0.0011721396740567666,0.050207544490695,0.16640591095187257,0.027726103479988756,0.004528201838912813,0.0011721396740567666,129408,1010
0.1317600296042491,0.052122891694307324,0.16547188060385484,0.026776224561324866,0.004291280591821737,0.0011954743461536027,0.052122891694307324,0.16547188060385484,0.026776224561324866,0.004291280591821737,0.0011954743461536027,130688,1020
0.1268233124614506,0.04616823606193065,0.16430163863766595,0.028149304296415163,0.00445845208191515,0.001186512575834421,0.04616823606193065,0.16430163863766595,0.028149304296415163,0.00445845208191515,0.001186512575834421,131968,1030
0.13344338275301165,0.051002378389239315,0.1667494830872978,0.028117339494434332,0.004529414867527763,0.0012289674165819238,0.051002378389239315,0.1667494830872978,0.028117339494434332,0.004529414867527763,0.0012289674165819238,133248,1040
0.1975160236584703,0.052042101696133616,0.16636270668926906,0.026885584899701345,0.004331941752822496,0.0012426755980076598,0.052042101696133616,0.16636270668926906,0.026885584899701345,0.004331941752822496,0.0012426755980076598,134528,1050
0.12852233805766203,0.05286465436220169,0.17064103409083503,0.02966926558631718,0.004157825560855953,0.0012081597483728941,0.05286465436220169,0.17064103409083503,0.02966926558631718,0.004157825560855953,0.0012081597483728941,135808,1060
0.15485028788968264,0.050581186637282366,0.1607301501267729,0.027378685083240276,0.004287750527313113,0.001153781421733304,0.050581186637282366,0.1607301501267729,0.027378685083240276,0.004287750527313113,0.001153781421733304,137088,1070
0.1493866171126006,0.04682797826826573,0.1640752150407552,0.026581400984289367,0.004215772077238166,0.001229316887846534,0.04682797826826573,0.1640752150407552,0.026581400984289367,0.004215772077238166,0.001229316887846534,138368,1080
0.18045320647720725,0.047492563351988794,0.15846048853678715,0.029401385159376403,0.0045690329587262735,0.0012894565470779125,0.047492563351988794,0.15846048853678715,0.029401385159376403,0.0045690329587262735,0.0012894565470779125,139648,1090
0.12914702445588297,0.04995366334915161,0.15544794620124314,0.0291640172496202,0.00412426877225098,0.0012168386288272642,0.04995366334915161,0.15544794620124314,0.0291640172496202,0.00412426877225098,0.0012168386288272642,140928,1100
0.18119565554561373,0.04824453182518482,0.16792996525887435,0.02699269172418644,0.004298753215606133,0.0012116824859899839,0.04824453182518482,0.16792996525887435,0.02699269172418644,0.004298753215606133,0.0012116824859899839,142208,1110
0.21975588334332938,0.05274556912481785,0.1690574732066979,0.028059586873887297,0.004428906396686553,0.0012478728570775798,0.05274556912481785,0.1690574732066979,0.028059586873887297,0.004428906396686553,0.0012478728570775798,143488,1120
0.22596204412747276,0.05027518384158611,0.16856197871666076,0.02776924666034539,0.004298186231362619,0.001270808390945491,0.05027518384158611,0.16856197871666076,0.02776924666034539,0.004298186231362619,0.001270808390945491,144768,1130
0.17861972421841732,0.05125546604394913,0.1587431193612839,0.02982744943207973,0.004139088565086247,0.0012226729334189682,0.05125546604394913,0.1587431193612839,0.02982744943207973,0.004139088565086247,0.0012226729334189682,146048,1140
0.16534381514366436,0.05049837045371532,0.158706526932492,0.02724692942931802,0.004104736526238008,0.0012565359698759133,0.05049837045371532,0.158706526932492,0.02724692942931802,0.004104736526238008,0.0012565359698759133,147328,1150
0.15859527290401276,0.0484305128455162,0.15830308296844312,0.024766521564267056,0.004188459102581421,0.0011864236149424542,0.0484305128455162,0.15830308296844312,0.024766521564267056,0.004188459102581421,0.0011864236149424542,148608,1160
0.17325578007427894,0.049268105253577235,0.16860371344918565,0.026239969017316917,0.004315625997237973,0.0011890472212523857,0.049268105253577235,0.16860371344918565,0.026239969017316917,0.004315625997237973,0.0011890472212523857,149888,1170
0.135290384796124,0.048434196040034294,0.15991908894857582,0.027697717014234513,0.0043652358616708565,0.0011693646438836116,0.048434196040034294,0.15991908894857582,0.027697717014234513,0.0043652358616708565,0.0011693646438836116,151168,1180
0.2072988986608888,0.049571662023663525,0.1635456160636423,0.028367537826345775,0.004077319064355623,0.0011539919391036658,0.049571662023663525,0.1635456160636423,0.028367537826345775,0.004077319064355623,0.0011539919391036658,152448,1190
0.17777188280681383,0.04703370481729507,0.1603935300582842,0.02775858762590038,0.004216906974934745,0.0011242111508836187,0.04703370481729507,0.1603935300582842,0.02775858762590038,0.004216906974934745,0.0011242111508836187,153728,1200
0.11678938764306726,0.04898341447114944,0.15887831209378492,0.025255843425704232,0.004124608730068613,0.0011144761442422844,0.04898341447114944,0.15887831209378492,0.025255843425704232,0.004124608730068613,0.0011144761442422844,155008,1210
0.2253303547131304,0.053510866686701776,0.17392720356916208,0.026709961475026335,0.004218865184423828,0.001062076379617436,0.053510866686701776,0.17392720356916208,0.026709961475026335,0.004218865184423828,0.001062076379617436,156288,1220
0.13524850977673541,0.04868843480944634,0.16472494011194275,0.026775667022721945,0.004260273061234398,0.0011646187712114234,0.04868843480944634,0.16472494011194275,0.026775667022721945,0.004260273061234398,0.0011646187712114234,157568,1230
0.12850884757075143,0.04878856837749482,0.16468738612016606,0.02852862491071674,0.0041242795100721015,0.0011325170120117267,0.04878856837749482,0.16468738612016606,0.02852862491071674,0.0041242795100721015,0.0011325170120117267,158848,1240
0.1352692182120447,0.04787845835089683,0.15703508202559677,0.027691244789494727,0.004093075155255779,0.0011004136428672657,0.04787845835089683,0.15703508202559677,0.027691244789494727,0.004093075155255779,0.0011004136428672657,160128,1250
0.12637515523099546,0.048131063580513,0.16786250621745624,0.025152926326128422,0.004071237246613384,0.0011185948274942338,0.048131063580513,0.16786250621745624,0.025152926326128422,0.004071237246613384,0.0011185948274942338,161408,1260
0.24294061497347075,0.04943391233682632,0.16463181294247872,0.026166670309170456,0.004209190760716475,0.0011132579605047396,0.04943391233682632,0.16463181294247872,0.026166670309170456,0.004209190760716475,0.0011132579605047396,162688,1270
0.12817378358610648,0.047560096532106404,0.16089166849372463,0.026827879844416362,0.004422651091473325,0.0011313884430847177,0.047560096532106404,0.16089166849372463,0.026827879844416362,0.004422651091473325,0.0011313884430847177,163968,1280
0.11411189986778614,0.05127672031521797,0.16477516745571139,0.025678846725617037,0.004077184048081949,0.001061469556634907,0.05127672031521797,0.16477516745571139,0.025678846725617037,0.004077184048081949,0.001061469556634907,165248,1290
0.10781150929558142,0.05024594590067863,0.1581772881525139,0.026503514390888397,0.004249949933623634,0.0010413879629987096,0.05024594590067863,0.1581772881525139,0.026503514390888397,0.004249949933623634,0.0010413879629987096,166528,1300
